ID,NAME,PLATFORM
125905,wmiutils-sys,Cargo
125906,wmvcore-sys,Cargo
125907,wnvapi-sys,Cargo
125908,workspaceax-sys,Cargo
125909,wow32-sys,Cargo
125910,ws2_32-sys,Cargo
125911,wsbonline-sys,Cargo
125912,wsbapp_uuid-sys,Cargo
125913,wscapi-sys,Cargo
125914,wsclient-sys,Cargo
125915,wsdapi-sys,Cargo
125916,wsmsvc-sys,Cargo
125917,wsock32-sys,Cargo
125918,wsnmp32-sys,Cargo
125919,wtsapi32-sys,Cargo
125920,wuguid-sys,Cargo
125921,xapobase-sys,Cargo
125922,xaudio2-sys,Cargo
125923,xaswitch-sys,Cargo
125924,xinput-sys,Cargo
125925,xinput9_1_0-sys,Cargo
125926,xmllite-sys,Cargo
125927,xolehlp-sys,Cargo
125928,xpsprint-sys,Cargo
126302,piston3d-cam,Cargo
164382,elf,Cargo
164383,env_logger,Cargo
164384,SLSR,Cargo
164386,t,Cargo
247309,log4rs,Cargo
396253,bytes,Cargo
427639,bio,Cargo
427641,macaroons,Cargo
427642,simple,Cargo
427644,snowflake,Cargo
428071,cbor,Cargo
428072,gfx,Cargo
428073,gfx_device_gl,Cargo
428074,gfx_gl,Cargo
428075,gfx_macros,Cargo
428076,mach,Cargo
