FROM_ID,TO_ID
30945,30948
30946,30948
30947,30948
30949,31419
30950,31446
30950,30952
30950,30973
30950,30986
30950,31249
30950,31281
30950,31169
30950,31324
30950,31172
30950,31168
30950,30987
30951,31342
30953,31483
30953,744285
30955,31501
30955,31488
30955,31164
30955,31140
30956,31501
30956,31488
30956,30955
30956,31513
30956,30981
30958,31115
30959,30960
30959,31105
30959,428702
30959,941391
30959,1369785
30959,31384
30959,31382
30960,30959
30960,941391
30960,31438
30960,31439
30960,2186936
30960,2168369
30961,31311
30961,428702
30963,31086
30964,653520
30964,30838
30964,31140
30964,31465
30964,686175
30964,1259112
30964,31443
30964,2807869
30965,30964
30968,31212
30968,30971
30968,31428
30968,428702
30968,31115
30970,31022
30971,31263
30971,31115
30972,31163
30972,31115
30972,428702
30972,31129
30972,31296
30972,1649939
30972,1595835
30972,2184541
30972,2488714
30972,3408597
30972,3394160
30973,30952
30974,31212
30974,1369785
30975,30899
30975,31115
30975,428781
30975,30891
30978,30980
30980,31263
30983,31212
30983,31404
30984,31465
30984,30844
30986,30987
30988,31263
30988,31129
30988,31115
30989,30988
30989,760044
30989,31115
30989,30798
30989,31252
30989,31260
30989,31250
30989,31212
30991,30992
30991,31115
30991,30798
30991,653520
30991,31465
30992,31115
30993,31543
30994,31311
30994,31105
30994,30838
30994,31227
30996,31140
30996,31465
30996,31263
30996,31115
30996,901778
30996,164383
30997,31414
30999,31372
30999,31371
30999,31376
30999,428702
30999,31212
31000,30746
31000,31533
31000,653520
31000,1116745
31001,31115
31001,786389
31001,786390
31001,786447
31001,31263
31001,31000
31001,30891
31001,30899
31001,786473
31001,972857
31001,1263866
31001,1263863
31001,786479
31001,30798
31001,1539007
31001,786474
31001,972859
31001,3165059
31001,972858
31002,31533
31002,796081
31003,31212
31003,1369785
31004,2552862
31004,804141
31004,1086251
31004,2449131
31004,857070
31004,2775596
31004,1369785
31004,1694254
31004,31384
31004,3415660
31004,31212
31004,1629953
31004,31115
31004,2682575
31005,30832
31005,2299779
31006,31004
31006,31056
31006,1369785
31006,1744983
31006,922107
31006,31384
31006,1629953
31007,31004
31007,31212
31007,1369785
31007,2775596
31007,2449131
31009,31342
31009,31115
31009,31010
31009,31105
31010,31115
31011,31342
31011,1369785
31011,922107
31011,31004
31011,31384
31011,2775596
31011,31212
31012,31140
31012,759818
31013,31447
31013,653364
31013,31115
31014,31117
31014,31505
31014,31465
31014,31342
31014,30920
31014,30798
31014,31115
31014,653520
31014,1817946
31014,31229
31014,31384
31014,1629953
31014,31140
31014,1259119
31015,31018
31015,31096
31015,31115
31015,31016
31015,31021
31016,31115
31017,31019
31017,31018
31017,31021
31017,30832
31017,30854
31017,31096
31017,30844
31017,31115
31017,31016
31017,31219
31017,31005
31017,31063
31017,31187
31017,428702
31017,31105
31017,820086
31017,752427
31017,752747
31018,31096
31018,31016
31018,31360
31018,31140
31018,31543
31021,30854
31021,31018
31021,31016
31021,31096
31021,30844
31021,712756
31021,712758
31021,712759
31021,31533
31021,31002
31021,31094
31021,31508
31021,712584
31021,31115
31021,732972
31021,31220
31021,31105
31021,755439
31021,429980
31021,771096
31021,829829
31021,434326
31021,434292
31021,434293
31021,125604
31021,31391
31021,772762
31021,1294124
31021,781811
31021,788987
31021,932745
31022,653520
31023,31115
31024,31012
31024,1153125
31025,428702
31025,653406
31025,428781
31025,770371
31025,31340
31025,31212
31025,31312
31025,31311
31026,31056
31026,31342
31026,31505
31026,2110102
31028,31030
31030,941391
31031,31105
31033,30891
31033,30899
31033,31212
31033,31115
31033,31263
31036,791167
31036,164383
31036,31311
31036,31342
31036,31212
31036,31140
31036,31105
31036,972978
31036,922107
31036,31384
31036,702557
31036,793396
31036,31085
31036,1412673
31036,1629953
31036,764938
31036,2398138
31036,31312
31036,759794
31036,993776
31037,31022
31037,31036
31037,31167
31037,31342
31037,31264
31037,31081
31037,164383
31037,791167
31037,31208
31037,993776
31037,31140
31037,793396
31037,922107
31037,702557
31037,31384
31037,31325
31037,1629953
31037,30972
31037,31056
31037,764938
31037,791309
31038,31340
31038,843045
31040,31505
31040,31056
31040,31465
31040,31342
31042,31465
31042,428073
31042,31389
31042,30972
31042,31115
31042,30920
31042,31548
31042,31518
31042,799119
31042,939345
31042,31342
31042,428072
31042,765832
31042,31250
31042,30984
31042,742372
31042,428781
31042,1160681
31042,31371
31042,31063
31042,31260
31044,428702
31044,31212
31044,31342
31046,31342
31046,31340
31046,1721022
31046,1719146
31046,994362
31046,1058368
31046,1721034
31046,2213658
31046,1441209
31046,1612844
31048,31394
31050,30779
31050,31115
31050,31151
31053,31056
31055,396253
31055,752747
31055,1680929
31055,31296
31055,428702
31055,1827391
31055,31384
31055,922107
31055,1553966
31055,2601023
31056,31227
31056,30871
31056,31505
31056,31161
31056,31501
31056,31483
31056,31465
31056,31179
31056,30897
31056,31140
31056,31342
31056,31496
31056,164383
31056,715337
31056,652299
31056,744285
31056,31101
31056,941391
31056,1109263
31056,396253
31056,1595835
31056,1596966
31056,2328947
31056,2103631
31056,1035285
31056,1649939
31056,2184541
31056,2139572
31056,2139583
31056,31055
31056,2139558
31056,2184170
31056,837049
31056,2692083
31056,2602510
31056,2602509
31056,2338129
31056,2113683
31056,2449024
31056,2178831
31056,1563316
31056,2602513
31056,2602508
31056,1629953
31056,31384
31056,1553966
31056,922107
31056,2607101
31056,778970
31056,1103308
31056,1438796
31058,31342
31059,715337
31059,732674
31059,31342
31059,31115
31060,428702
31060,1715402
31062,31063
31062,428702
31062,31342
31062,812679
31062,830034
31063,1369781
31063,428781
31063,1194063
31063,1369785
31063,1369783
31063,31022
31063,808264
31063,753323
31063,805036
31063,1369784
31063,940077
31063,31296
31063,742119
31063,1708758
31063,31212
31063,3000740
31065,31115
31065,653520
31065,30798
31065,2276295
31065,1595835
31065,2184541
31065,31164
31065,2602509
31066,31070
31071,428702
31072,31419
31075,31296
31076,31094
31076,31533
31077,31552
31077,31465
31077,31342
31077,1715402
31077,31140
31077,428702
31077,31115
31078,31227
31078,31465
31078,31342
31078,30942
31078,779926
31078,396253
31078,1424159
31078,1595835
31078,1835464
31078,31384
31078,1629953
31078,922107
31078,1649939
31078,2184541
31078,2338129
31078,2077176
31078,30838
31078,2113683
31078,31470
31078,1257658
31078,31012
31078,1214528
31078,31140
31078,2449131
31078,2183040
31081,31264
31081,31140
31081,31167
31081,31488
31081,31056
31081,31505
31081,30953
31081,31465
31081,31105
31081,30863
31081,715337
31081,31161
31081,2110102
31081,878131
31082,31513
31082,31073
31082,31056
31082,31505
31082,31081
31082,31140
31082,31161
31082,703135
31082,31325
31083,164383
31083,31227
31083,31311
31083,31140
31083,31312
31083,30823
31083,783030
31085,31296
31085,31295
31085,846144
31085,978659
31085,428702
31086,31118
31086,31087
31086,31115
31087,31086
31087,31149
31089,31140
31089,31342
31089,31384
31089,922107
31090,31342
31090,31384
31090,922107
31091,30830
31091,30899
31092,31506
31092,31342
31092,30798
31092,1424159
31092,714246
31094,31533
31094,796081
31095,31286
31095,30921
31095,31340
31095,428781
31095,31457
31095,30920
31095,31342
31095,31115
31095,31140
31097,31465
31097,31015
31097,31193
31097,31187
31097,30989
31097,117912
31097,31063
31097,31115
31097,816704
31097,816706
31097,1369785
31097,428702
31097,31212
31097,1106071
31097,2750634
31097,2735934
31097,30798
31097,31021
31097,1178700
31097,1629953
31097,2181387
31097,2659429
31097,31384
31100,31172
31101,117920
31101,31245
31101,923725
31101,925980
31102,30779
31102,31119
31102,31115
31102,31212
31102,791088
31102,1369781
31102,843130
31103,31419
31103,31226
31103,30904
31104,428702
31105,164385
31105,783031
31105,2116269
31109,30901
31109,31115
31109,653520
31109,30902
31109,31110
31110,31115
31111,31110
31111,653520
31111,31115
31113,30958
31114,31115
31114,715026
31114,715113
31114,753297
31114,753298
31115,3414109
31117,31229
31117,31263
31117,31123
31117,31129
31117,31115
31117,914037
31117,31000
31117,30896
31117,30827
31118,31263
31118,31115
31119,31114
31119,31115
31119,715026
31119,715113
31119,753297
31119,753298
31120,31115
31120,31000
31122,31133
31123,31129
31123,31229
31123,31263
31123,31115
31123,31000
31123,914037
31123,125910
31123,31533
31123,2252655
31123,30827
31124,31265
31126,31115
31129,31263
31129,31115
31129,31000
31129,2252655
31129,30827
31130,31132
31131,31000
31131,31115
31132,31000
31134,653520
31134,428702
31134,30798
31134,655458
31134,31115
31134,428781
31136,31397
31138,31120
31138,31140
31138,30798
31138,31311
31138,31115
31139,30798
31139,31000
31139,31115
31140,31311
31140,31115
31140,31140
31140,882509
31140,1559116
31140,31384
31141,31263
31141,31115
31141,31000
31141,30827
31142,31081
31142,31457
31142,31465
31142,164383
31142,31140
31143,31205
31143,30844
31143,908575
31143,31021
31143,30989
31143,31063
31143,31212
31143,31518
31143,908574
31143,908577
31143,31017
31143,908611
31144,31000
31144,31115
31145,31311
31145,31115
31145,31146
31145,30798
31146,31115
31147,31115
31148,31342
31148,428702
31148,31012
31148,31384
31148,1214528
31148,1629953
31148,31240
31148,31085
31151,30779
31151,31102
31151,30802
31151,843130
31151,844378
31151,31212
31151,1369781
31151,1369785
31151,1499596
31152,30942
31153,164383
31153,31140
31153,31384
31153,1629953
31153,31342
31153,939345
31153,783030
31156,31115
31156,428781
31156,31505
31156,428702
31158,31105
31160,31484
31161,31140
31161,922107
31161,31384
31161,923725
31161,925980
31161,31496
31161,2516791
31162,31295
31162,31296
31162,428702
31162,428784
31162,31212
31163,31000
31163,30827
31163,31115
31164,31202
31164,164383
31164,396253
31164,31140
31164,31465
31164,653520
31164,829860
31164,31115
31164,30844
31164,31533
31164,1062457
31164,837049
31164,31094
31164,1266109
31164,2184170
31164,2354817
31164,2354816
31164,2448528
31164,2448547
31167,31419
31169,30986
31169,31168
31169,31446
31173,31383
31173,31081
31173,31505
31175,428702
31176,31342
31176,31465
31176,653406
31176,779926
31176,653520
31177,31023
31181,31056
31181,164383
31181,1649933
31181,31161
31181,758102
31181,428702
31181,653520
31181,878131
31181,781676
31181,31081
31181,652299
31181,1180332
31181,1114326
31181,31140
31181,783030
31181,972978
31181,2084534
31181,2084532
31181,822086
31182,428702
31184,653520
31184,31140
31184,31342
31184,31384
31184,1629953
31184,922107
31185,31465
31185,428781
31186,31105
31186,31227
31186,31465
31186,653406
31186,30798
31186,31311
31186,428781
31186,947760
31186,31419
31186,31312
31186,31342
31186,837049
31186,30838
31186,779926
31186,31115
31186,1629953
31186,1103308
31186,31202
31186,752747
31186,31207
31186,31384
31186,922107
31186,31513
31186,782927
31186,31505
31186,31533
31186,125910
31186,2375770
31186,812679
31186,752427
31186,30972
31187,994362
31187,428702
31187,31296
31187,31212
31187,993050
31187,30751
31187,31342
31187,922107
31187,1369785
31187,31384
31187,1652760
31187,1086251
31187,1369781
31187,1629953
31187,1300938
31187,894107
31187,2299779
31188,31122
31188,433904
31188,31115
31193,428702
31193,31187
31193,816707
31193,1436436
31193,816704
31193,816706
31193,816703
31193,816702
31193,1652760
31193,1086251
31193,816701
31193,816705
31193,1436438
31193,1436437
31195,31342
31195,31140
31197,31175
31201,31140
31201,31115
31201,30798
31201,164383
31201,921978
31202,31000
31202,653520
31202,432620
31202,31115
31202,759794
31202,30798
31202,396253
31202,882509
31202,31105
31202,428702
31202,2277487
31202,30827
31202,652526
31202,31382
31202,941391
31204,31465
31204,30852
31204,30812
31204,31311
31204,31522
31204,31367
31204,30920
31204,31342
31205,31063
31205,428702
31205,31212
31205,1369785
31207,31311
31207,31312
31207,31105
31207,822086
31207,2084668
31208,31465
31208,31065
31208,30798
31208,30992
31208,31140
31208,31115
31208,791309
31208,30991
31208,779179
31208,759794
31208,653520
31208,31533
31208,31094
31208,31164
31208,993776
31208,2574849
31210,31193
31212,31342
31212,428702
31212,1369784
31212,1369783
31212,1369780
31212,1369782
31212,1369781
31212,1369785
31213,31212
31213,1369785
31215,939345
31215,30827
31215,31063
31216,31505
31216,30897
31216,31140
31216,1146959
31216,31384
31216,1629953
31216,922107
31216,1109263
31216,2449131
31216,2519150
31216,428702
31216,1441209
31217,31465
31217,31505
31217,31342
31217,31340
31217,428702
31217,31056
31217,1109263
31217,1610741
31217,1595835
31217,2107470
31217,1649939
31218,31340
31218,30897
31218,31140
31218,31465
31218,31505
31218,31342
31218,428702
31218,1109263
31218,1744983
31218,1424159
31218,2449131
31218,1610741
31218,2519150
31218,31105
31219,31005
31220,31221
31220,31147
31220,31115
31220,790870
31221,31000
31222,31000
31222,31263
31222,31115
31223,30791
31223,31017
31223,778548
31223,31342
31223,31384
31223,1629953
31224,31227
31224,31465
31224,31505
31225,31533
31225,796081
31226,31419
31227,31229
31227,31124
31227,1111012
31227,31105
31227,30798
31227,2126794
31227,1058368
31227,31115
31227,653520
31227,882509
31227,31342
31227,714487
31227,837049
31227,31533
31227,125910
31227,1089414
31227,31000
31228,31263
31229,31263
31229,31124
31229,31000
31229,31115
31229,31002
31229,31508
31229,2252655
31229,30827
31229,2448633
31229,2027558
31230,30900
31230,30779
31230,31212
31230,931908
31230,928962
31231,31419
31231,31212
31231,31384
31231,31342
31231,812548
31231,1369785
31231,1559116
31232,759818
31236,31056
31236,31505
31236,31342
31239,1638796
31240,428702
31240,746188
31240,31296
31240,812331
31240,1680929
31240,31085
31240,1717302
31240,31384
31240,1629953
31241,31505
31241,31056
31241,31384
31241,922107
31242,31264
31242,31081
31245,31246
31245,31248
31245,117920
31245,741251
31246,31248
31246,31465
31247,31202
31248,31545
31248,31496
31248,1715402
31249,30986
31250,31258
31250,31256
31250,31292
31250,31259
31250,31257
31251,31256
31251,31258
31252,31518
31252,31305
31252,31261
31252,31255
31252,31292
31252,31067
31252,698357
31252,31212
31252,757150
31252,752747
31252,1178700
31253,31254
31253,31252
31253,31256
31253,31255
31253,31513
31253,31067
31253,31292
31253,31258
31254,31256
31254,31258
31254,31342
31254,31250
31254,31384
31254,1629953
31256,31257
31256,31259
31256,31258
31256,31255
31257,31255
31257,31465
31257,31292
31257,30844
31257,31259
31257,757150
31257,31258
31258,30798
31258,31342
31258,31212
31258,757150
31258,922107
31258,1629953
31258,31384
31259,31258
31259,31257
31259,31255
31259,31292
31259,31115
31259,31389
31260,31371
31260,31389
31260,31258
31260,31015
31260,31259
31260,31292
31260,31250
31260,31212
31260,31115
31262,428702
31262,31212
31262,31342
31262,922107
31262,31384
31263,31105
31264,31243
31264,31488
31264,432620
31265,653520
31265,993776
31266,31465
31266,738979
31266,913827
31266,31438
31266,783030
31266,31115
31266,1093791
31266,1139008
31266,125910
31266,31533
31266,769173
31266,703259
31266,31022
31266,2509864
31266,2509866
31266,2509865
31266,2509868
31266,2509872
31267,31227
31267,31311
31268,428702
31269,31212
31269,1369785
31270,31056
31270,31342
31270,31161
31270,31505
31270,31465
31270,31140
31272,31263
31272,31115
31272,31212
31272,30798
31274,31115
31274,31342
31274,30920
31274,1214526
31275,31342
31275,31513
31275,31465
31275,31276
31275,428781
31275,1691978
31275,1441200
31275,2095829
31276,31505
31276,31465
31276,31227
31276,31246
31276,31245
31276,31513
31276,654367
31276,653406
31276,31140
31276,779926
31276,31342
31276,428781
31276,30838
31276,31384
31276,837049
31276,922107
31276,1058368
31276,1103308
31276,812679
31276,1193215
31276,783030
31276,1438796
31276,1441200
31276,1691978
31276,1835464
31276,1054359
31276,2095829
31276,31004
31276,396253
31276,2315146
31276,117920
31276,741251
31276,31340
31277,783031
31278,31465
31278,31276
31278,428781
31279,31265
31279,31140
31279,31056
31279,31227
31279,31505
31279,31115
31280,31202
31280,31115
31281,759794
31281,756492
31281,1879966
31283,30779
31283,31386
31283,31413
31283,844378
31283,428702
31283,31212
31286,396253
31286,31384
31286,1629953
31287,31271
31287,30798
31288,31505
31288,31382
31288,31056
31288,31342
31288,31140
31288,31239
31290,31115
31290,31263
31290,31311
31291,31465
31291,30812
31291,31367
31291,30920
31291,30852
31291,31522
31291,31342
31293,31212
31293,31063
31293,1369785
31293,970598
31294,31505
31294,31342
31294,31311
31294,31312
31294,31105
31294,31384
31294,922107
31295,31296
31296,30848
31296,31140
31296,428702
31296,31212
31296,164383
31296,2448837
31297,31140
31297,31465
31297,741251
31297,1251595
31297,2234008
31298,31276
31298,31297
31298,2095829
31298,30848
31299,31470
31299,686175
31299,31140
31299,756492
31299,164383
31299,31439
31299,428702
31299,31105
31299,783030
31299,1563940
31299,1494680
31299,31311
31299,30798
31299,1300933
31299,2586911
31299,877968
31299,3181088
31299,2184638
31299,3229713
31299,1266109
31303,31212
31303,31115
31304,428702
31304,2448837
31306,31115
31306,31309
31307,31000
31308,31387
31308,31505
31308,31342
31308,653406
31308,428702
31308,837049
31308,31296
31308,2184541
31308,396253
31308,1612844
31308,2183040
31308,2602513
31308,1649937
31308,2298999
31308,1595835
31308,1563316
31308,2602510
31308,898119
31309,31115
31310,31465
31310,31308
31310,428702
31311,31312
31311,428702
31311,806547
31311,822086
31311,822233
31311,31105
31311,1048283
31311,31296
31311,1277328
31311,1349946
31311,31393
31312,31311
31312,428702
31312,806547
31312,31105
31315,31316
31318,31089
31321,31212
31321,428781
31322,31115
31322,1849475
31324,30952
31324,30973
31325,31081
31325,31326
31325,31505
31327,31115
31328,31115
31329,31115
31330,31342
31334,31465
31334,656089
31334,30798
31334,31115
31334,653520
31334,922107
31334,31311
31334,731729
31334,31105
31334,30838
31334,30894
31334,428781
31334,783030
31335,31518
31339,1369785
31339,30798
31339,742441
31339,31460
31339,753323
31339,31212
31339,31465
31339,31115
31340,31465
31340,31342
31340,428702
31340,31000
31340,31115
31341,31505
31342,428702
31343,31212
31343,428781
31343,31342
31343,31012
31344,31457
31344,31140
31344,773828
31344,31439
31344,31470
31344,31342
31344,31311
31344,31012
31344,759917
31344,164383
31344,1119711
31344,1629953
31344,31115
31344,31094
31344,31384
31344,1563940
31344,922107
31344,31533
31344,993776
31344,769470
31344,31085
31346,31545
31348,31340
31348,31342
31350,31056
31350,31505
31350,31294
31350,31515
31350,31081
31350,30953
31350,31090
31350,30871
31350,31140
31350,31264
31350,922107
31350,31105
31350,31488
31350,31311
31350,30806
31350,31483
31350,31384
31350,744285
31350,31342
31350,31312
31350,31171
31350,683371
31351,31155
31354,30920
31354,30812
31354,31465
31354,30852
31354,31367
31354,31522
31354,31342
31355,31356
31357,31465
31357,30798
31357,31115
31357,753323
31359,31342
31359,31543
31359,31056
31362,31470
31362,31342
31362,31105
31362,686175
31362,31022
31362,31457
31362,653520
31362,759794
31362,31384
31362,1629953
31362,715337
31362,773943
31362,922107
31362,940077
31362,752747
31362,31382
31362,1981078
31362,1098058
31363,779926
31364,428702
31366,31212
31366,31140
31366,428702
31367,30852
31368,30805
31368,31063
31368,31115
31369,428702
31369,31212
31369,31115
31371,31374
31371,30798
31371,31115
31371,428702
31371,31212
31371,31105
31371,30899
31372,31371
31372,31212
31372,30899
31372,31374
31372,31115
31373,31371
31373,31115
31373,31374
31373,30798
31374,31263
31374,31115
31374,31212
31374,882509
31374,30796
31374,914037
31374,30972
31374,1744983
31374,31448
31374,1220964
31376,31371
31376,31374
31376,31115
31376,30798
31377,31115
31378,31414
31378,829903
31378,812712
31378,839100
31378,845551
31378,773063
31378,1798902
31380,30890
31380,773063
31380,30798
31380,912745
31380,925980
31380,923725
31380,31149
31380,752427
31380,752747
31380,428702
31380,773036
31380,31245
31380,654367
31380,2189818
31380,31140
31380,2596156
31380,2343100
31380,3172114
31380,1446446
31381,31063
31382,805929
31382,653520
31382,31207
31382,1468144
31382,922107
31382,1629953
31382,31384
31383,922107
31383,31384
31384,702557
31384,31342
31384,31212
31384,783030
31384,1629953
31386,30779
31387,428781
31387,31227
31387,428702
31387,31384
31387,922107
31390,428702
31391,31533
31391,796081
31393,31397
31393,31136
31393,882509
31393,31384
31393,702557
31393,1629953
31394,433325
31394,31499
31396,31505
31400,31465
31400,428702
31401,429980
31401,1103312
31401,1103311
31401,1103307
31401,829829
31401,990723
31401,1103310
31401,834203
31401,1103306
31401,1108155
31401,31115
31401,829832
31401,1106083
31402,31342
31402,30897
31402,31140
31402,783030
31402,793396
31402,31384
31402,30838
31402,972978
31402,922107
31402,31505
31402,1058368
31402,2125156
31402,1629953
31402,1424159
31402,1744983
31403,31530
31403,31056
31403,684292
31403,31140
31403,31227
31403,31505
31403,31342
31403,1274490
31403,1744983
31403,1629953
31403,31384
31403,922107
31403,2186245
31404,31212
31405,164383
31405,31513
31405,31465
31405,31140
31405,31342
31405,31340
31405,30935
31405,779926
31405,31227
31406,31140
31409,428702
31409,31212
31410,31311
31410,31312
31411,31412
31411,31140
31412,31140
31413,30779
31413,428702
31413,31115
31413,31212
31413,844378
31414,1647361
31414,1638796
31414,2353652
31416,428702
31417,31123
31417,30798
31417,31115
31417,428702
31417,653520
31417,31229
31418,30942
31420,31325
31420,31465
31420,31082
31420,31173
31420,31081
31420,31056
31420,31140
31423,428781
31424,31465
31424,31212
31425,759917
31425,805684
31425,31164
31425,31140
31427,31103
31428,31212
31429,31465
31430,31239
31430,31490
31430,30921
31430,30942
31430,31342
31430,30920
31430,31312
31430,31311
31430,31140
31430,984703
31430,31212
31430,164383
31430,31036
31430,30894
31430,31105
31430,30840
31430,1424159
31430,2186761
31430,2449131
31430,2519150
31430,31384
31430,1629953
31430,922107
31430,1046537
