FROM_ID,TO_ID
1579520,746188
1579520,428702
1579521,31000
1579521,31115
1579522,428702
1579522,746188
1579522,1579520
1579522,31384
1579526,31115
1579526,31085
1579526,1579527
1579527,31000
1579527,31115
1579531,31311
1579531,428702
1581388,428702
1581388,31340
1581388,31505
1581388,31465
1581388,31342
1581388,30871
1581388,31167
1581388,31140
1581388,31081
1581388,31056
1581389,30838
1581389,972978
1581389,686175
1581389,31014
1581389,653520
1581389,1527052
1581389,30774
1581389,1549192
1581389,1054357
1581392,31384
1581392,922107
1581392,30920
1581392,31212
1581392,1552970
1581393,783030
1581394,31465
1581394,31115
1581394,30996
1581394,31383
1582288,428702
1582288,993050
1582288,994362
1582288,812679
1582289,1154981
1582289,31056
1582290,31296
1582290,31231
1582290,428702
1582291,31157
1582298,31063
1582298,428702
1582300,31543
1582300,31342
1582300,31056
1582300,428781
1582300,31115
1582300,31311
1582300,31140
1582300,31105
1582300,31202
1582300,1424159
1582300,31085
1582300,31340
1582300,31384
1582300,1629953
1582300,2159593
1582300,1595835
1582300,2576032
1582300,2407694
1582300,814794
1582300,896873
1582301,30798
1582301,31460
1582301,31212
1582301,742441
1582302,31115
1582302,31105
1583424,30796
1583424,31000
1583424,31115
1583424,732674
1583429,31263
1583429,31115
1583430,1571015
1583430,428702
1583431,31297
1583431,31342
1583431,31105
1583431,31140
1583431,31308
1583431,847334
1583431,31081
1583431,428702
1583431,30871
1583431,30795
1583432,31202
1583432,30838
1583432,1535831
1583432,1572046
1583432,1655309
1583433,1535831
1583433,31140
1583433,945617
1583433,31105
1583433,1572048
1583433,1702547
1583433,2159380
1583434,31202
1583434,31443
1583434,1535831
1583434,31342
1583434,1655309
1583437,31105
1583437,31311
1583437,30920
1583438,31295
1583438,31296
1583438,1369785
1584573,428702
1584573,993050
1584573,994362
1584573,812679
1584573,1582288
1584574,812679
1584579,1424159
1584580,31311
1584580,31105
1584580,1544432
1584601,31342
1584601,31308
1584601,30838
1584601,30795
1584601,31276
1584604,31000
1584604,31115
1585696,686175
1585696,1585698
1585696,783030
1585697,1081901
1585697,1585698
1585697,783030
1585698,31115
1585698,1129523
1585698,783030
1585698,1129522
1585699,164383
1585699,31140
1585699,820086
1585704,1571015
1585704,31187
1585705,164383
1585705,31140
1585705,1561923
1585706,899085
1585706,31465
1585706,1283959
1585706,781676
1585706,1059044
1585706,1128406
1585706,990721
1585706,31140
1585706,1627046
1585706,396253
1585706,31164
1585706,31012
1585706,31232
1585706,428702
1585706,1300932
1585706,752747
1585706,2574849
1586809,814659
1586809,686175
1586809,814794
1586809,653520
1586809,31140
1586809,31056
1586810,428781
1586811,428702
1586812,993776
1586812,31085
1586812,922107
1586813,31140
1586813,1369778
1586813,656072
1586813,686175
1586815,428140
1586815,31115
1586816,31056
1586816,428702
1586826,653520
1586826,31311
1586826,164383
1586826,1424159
1586826,31140
1586826,31465
1586826,30972
1586826,686175
1586826,31342
1586826,31227
1586826,31115
1586826,2388853
1586826,30838
1586827,428781
1587641,31391
1587641,31533
1587641,31225
1587642,30838
1587642,31140
1587642,653520
1587642,31465
1587643,686175
1587643,739751
1587645,31543
1587645,752747
1587646,428702
1587646,30974
1587649,760919
1587649,783030
1587649,1259112
1587649,1602814
1587649,1722990
1587649,1116745
1587651,973624
1588361,834394
1588361,31105
1588361,30920
1588361,31311
1588361,31342
1588361,1608777
1588361,31296
1588361,31384
1588361,1629953
1588363,1103315
1588363,428702
1588363,428781
1588367,428702
1588369,993776
1588369,686175
1588369,31342
1588369,31439
1588369,656987
1588369,715337
1588369,759794
1588369,31437
1588370,31342
1588371,31115
1588371,1803959
1588371,2373312
1589214,1715402
1589215,31342
1589215,31470
1589215,30897
1589215,31325
1589215,31140
1589215,1441209
1589215,164383
1589215,31081
1589215,783030
1589215,686175
1589215,31014
1589216,914037
1589216,31115
1589218,31101
1589220,31140
1589220,31164
1589221,759818
1589221,1588371
1589221,1702535
1589228,31115
1589228,783030
1589229,31115
1589229,1549200
1589230,31000
1589233,30798
1589233,31115
1590343,993776
1590345,1563934
1590345,31115
1590348,31513
1590348,31105
1590348,31311
1590348,791167
1591408,686175
1591408,31342
1591408,31470
1591412,783030
1591413,1587644
1591414,428702
1591414,164383
1591414,428781
1591414,31227
1591414,31115
1591414,31342
1591414,31140
1591414,30798
1591414,30972
1591419,164383
1591419,1573091
1591419,31465
1591419,1127323
1591419,31140
1591419,30996
1591419,1568207
1591419,31115
1591419,31012
1591420,686175
1591420,791167
1591420,31105
1591420,31311
1591422,796003
1591422,814794
1592443,31000
1592443,753323
1592443,31164
1592443,1542060
1592444,31115
1592444,30798
1592445,428702
1592445,428781
1592445,1595835
1592445,1649939
1592445,396253
1592445,2184541
1592450,922107
1592450,31384
1592450,31105
1592450,428702
1592450,31311
1592450,31505
1592450,1106065
1592453,783030
1592453,31438
1592453,31439
1592454,1176420
1592454,31115
1593481,428702
1593482,31382
1593482,686175
1593484,921744
1593485,922107
1593485,31056
1593486,31115
1593486,2115027
1593490,31286
1593497,793396
1593497,31105
1593497,796164
1593497,31081
1593497,31140
1593497,791167
1593497,31470
1593497,694369
1593497,31325
1593497,883492
1593497,31142
1593497,702557
1593497,922107
1593497,31384
1593497,30838
1593497,1629953
1593497,820086
1593497,2116061
1593497,31242
1593497,2151957
1593497,31496
1593498,428781
1593498,1424159
1593498,31342
1593498,31296
1593498,1058368
1593498,2449131
1593498,2519150
1593500,31470
1593500,31533
1594222,1592449
1594224,759585
1594225,1594226
1594225,31085
1594225,783030
1594227,31325
1594227,31037
1594227,922107
1594227,31081
1594227,883492
1594230,1381898
1594230,428781
1594237,1139006
1594237,31465
1594238,31115
1594240,31384
1594240,922107
1594240,1581388
1594240,31081
1594243,972978
1594243,31311
1594243,31056
1594243,31105
1594244,31311
1594864,1172757
1594864,972978
1594864,164383
1594864,31342
1594864,31384
1594864,30838
1594864,1629953
1594864,31014
1594864,31140
1594864,1599209
1594864,686175
1594864,31505
1594864,30897
1594864,922107
1594864,31311
1594864,2170251
1594864,31198
1594869,684289
1594869,1146957
1594870,31513
1594870,428702
1594870,921814
1594870,31105
1594870,1570340
1594870,945617
1594870,715337
1594870,1985426
1594870,31342
1594870,783030
1594870,684600
1594870,922107
1594870,31384
1594870,1629953
1594871,922107
1594871,1214528
1594871,31384
1594872,31342
1594872,737224
1594872,31465
1594872,1127323
1594872,31012
1594872,31140
1594872,428781
1594872,1004309
1594872,1113040
1594872,941391
1594872,428702
1594872,1259112
1594872,31115
1594872,31105
1594872,1610741
1594872,1046537
1594872,686175
1594872,1058368
1594872,1369780
1594872,1369785
1594872,30838
1595828,31342
1595828,912885
1595828,877968
1595828,31085
1595828,843045
1595828,31311
1595828,31384
1595828,31014
1595828,31105
1595828,1629953
1595829,1595834
1595829,1595832
1595829,31140
1595829,1595830
1595830,1595834
1595830,922107
1595830,31465
1595830,702557
1595830,31342
1595830,31140
1595830,428702
1595830,1263867
1595830,31384
1595831,686175
1595831,1595833
1595831,247309
1595831,1595830
1595831,31342
1595831,1172757
1595831,31140
1595832,1595834
1595832,1595830
1595833,1595834
1595833,31140
1595833,31342
1595833,31384
1595833,1595830
1595833,702557
1595833,1595832
1595834,428702
1595835,31140
1595835,2676094
1595835,2676093
1595835,2676098
1595835,1595838
1595835,2676095
1595835,2682767
1595835,2676096
1595835,2737303
1595835,2737261
1595835,2737302
1595835,3058288
1595835,3058278
1595835,3058276
1595835,3058283
1595835,3058279
1595835,3058327
1595835,3058285
1595835,3058281
1595835,3058289
1595835,3058294
1595836,164383
1595836,31140
1595836,1283960
1595836,1595835
1595836,829860
1595836,31164
1595836,1595838
1595837,31533
1595837,164383
1595837,1595836
1595837,1103308
1595837,1054359
1595837,1438796
1595837,31227
1595837,1595835
1595837,1595838
1595837,882509
1595837,31140
1595838,1595835
1595838,31140
1595838,2184170
1595838,2676093
1595840,428702
1595840,686175
1595850,164383
1595850,1259119
1595850,31505
1595850,972978
1595850,31140
1595850,1587652
1595850,31105
1596965,31438
1596965,31439
1596965,653520
1596965,1106065
1596965,1727972
1596966,945617
1596966,1595835
1596966,715337
1596981,164383
1596981,30774
1596981,1484259
1596981,31465
1596981,31470
1596981,686175
1596981,31311
1596981,31105
1596981,30964
1596981,31085
1596981,31140
1596983,31296
1596983,428702
1596983,31105
1596983,1596984
1596983,428781
1596984,31263
1596984,31115
1596985,1596986
1596987,779179
1596987,1596983
1596987,30920
1596987,31342
1596988,31036
1596988,31208
1596988,31140
1596988,31342
1598112,793396
1598112,31384
1598112,31056
1598112,922107
1598114,1598115
1598115,31115
1598116,31342
1599209,31342
1599209,922107
1599210,31021
1599210,783526
1599210,428072
1599210,1369785
1599222,31115
1599222,732674
1599223,31115
1599224,31115
1599224,31004
1599224,31212
1599224,2211751
1599224,1369785
1599225,967908
1599225,31078
1599225,880632
1599225,1106077
1599225,31505
1599225,1573080
1599225,30838
1599225,31115
1599225,31056
1599225,31022
1599225,1620805
1599225,432486
1599225,31543
1599225,1534568
1599225,31384
1599225,1724327
1599225,1629953
1599225,2110102
1599227,653520
1599227,31457
1599227,30920
1599227,31115
1599227,31342
1599227,428702
1599227,783030
1599227,31340
1599227,31465
1599227,31311
1599229,30897
1599229,922107
1599229,1594244
1599229,31384
1599229,702557
1599229,1629953
1599229,1744983
1600421,753323
1600421,31115
1600423,428702
1600423,31161
1600423,31056
1600423,31505
1600423,31465
1600423,31340
1600423,31342
1600423,30838
1600423,1721034
1600423,2110102
1600423,31105
1600423,1835464
1600423,31311
1600423,2213658
1600423,760044
1600423,814794
1600423,1649939
1600423,1595835
1600423,2107470
1600423,1610741
1600424,1446461
1600424,31342
1600424,984703
1600424,1424159
1600424,31140
1600424,164383
1600424,1259116
1600427,1369785
1600432,1240656
1600432,31115
1600432,31212
1600432,30798
1600432,1600421
1600432,753323
1600432,428702
1600432,1369785
1600432,2449131
1600432,1369781
1600432,941391
1600432,2220905
1600435,164383
1600435,31208
1600435,31140
1600435,31340
1600435,428781
1600437,922107
1600437,31384
1600437,31342
1600437,428702
1600437,1600438
1600437,31115
1600437,1240661
1600437,1058368
1600437,942060
1600437,783030
1600438,31448
1600438,30972
1600438,1240661
1600438,31000
1600438,31263
1600438,31115
1600438,31105
1600438,428702
1600438,30827
1600438,1744983
1600438,1441209
1600438,31548
1600438,3238248
1600438,783030
1600439,653520
1600439,31140
1600439,30972
1600439,31465
1600439,31342
1600439,31311
1600439,789689
1600439,31056
1600439,30838
1600439,2110102
1600439,2108162
1600440,31207
1600440,31342
1600440,30942
1600440,30920
1600440,939345
1600440,428702
1600440,1603924
1600440,1415637
1600440,993776
1601170,164383
1601170,31227
1601170,31342
1601170,31056
1601170,1424159
1601170,31140
1601170,1744983
1601170,1109263
1601170,31384
1601170,1629953
1601170,922107
1601170,686175
1601170,31229
1601170,2126794
1601171,1601170
1601171,686175
1601171,164383
1601175,883492
1601175,31242
1601175,686175
1601175,31342
1601175,31325
1601175,31056
1601175,30838
1601175,31081
1601853,31115
1601853,924014
1601853,653406
1601854,30972
1601854,30942
1601854,31056
1601855,30972
1601855,30942
1601855,31056
1601860,31465
1601862,31207
1601862,783030
1602814,921744
1602814,899822
1602814,1638796
1602814,1647361
1602814,164383
1602814,31140
1602814,2200620
1602814,2201453
1602814,783031
1602814,2353652
1602814,2284269
1602815,31140
1602815,686175
1602815,1592454
1602815,1176420
1602815,569421
1602815,428781
1602815,1534568
1602815,986624
1602815,164383
1602815,30838
1602828,31342
1602828,760044
1602828,1610741
1602830,31311
1602830,31105
1602830,30774
1602830,428702
1602830,686175
1602831,31384
1602832,702557
1602832,31384
1602832,31056
1602832,922107
1602832,30838
1603922,31115
1603924,980746
1603924,1605015
1603927,31115
1603929,945617
1603929,31115
1603933,31105
1603933,31470
1603933,686175
1603933,31465
1603933,31140
1603933,31311
1603933,30964
1603933,30774
1603933,31085
1603933,1484259
1603933,31505
1603933,1065083
1603933,30798
1603934,31202
1603935,31513
1603935,31465
1603935,31543
1603935,31056
1603935,843045
1603935,31505
1603935,30897
1605014,1193216
1605014,686175
1605014,31311
1605025,31548
1605025,998283
1605025,2158155
1605025,1629953
1605025,31384
1606114,1606117
1606114,31115
1606114,30798
1606114,428781
1606114,31207
1606114,31513
1606114,31342
1606115,164383
1606115,31140
1606115,31382
1606115,31342
1606115,732674
1606116,31296
1606116,428702
1606117,30774
1606117,433724
1606117,31342
1606117,31417
1606117,164383
1606117,732674
1606117,31382
1606117,31140
1606117,31457
1606117,31470
1606117,31505
1606117,31115
1606119,1102131
1606120,31000
1606120,31115
1606121,30964
1606121,31140
1606121,31085
1606121,31311
1606121,686175
1606121,31465
1606121,1484259
1606121,31470
1606121,30774
1606121,31105
1606121,31342
1606121,793396
1606121,31448
1606121,653520
1606121,1155878
1606121,31384
1606121,922107
1606121,758102
1606121,1629953
1606122,428702
1606123,31000
1606123,428702
1606123,31081
1606123,31242
1606123,31342
1606123,898119
1606123,428781
1606123,759794
1606123,31115
1606123,31311
1606123,715337
1606123,30774
1606123,694368
1606123,31140
1606123,31513
1606123,939345
1606123,768035
1606123,31465
1606123,117877
1606123,31173
1606123,31105
1606123,653520
1606123,30795
1606123,703135
1606123,1048272
1606123,31085
1606123,686175
1606123,945617
1606123,877761
1606123,164383
1606123,812712
1606123,1595835
1606123,1596966
1606123,31519
1606123,31533
1606123,2177767
1606123,1424159
1606123,922107
1606123,907631
1606123,31384
1606123,1629953
1606123,1065659
1606123,30827
1606123,31149
1606123,1059041
1606123,2140626
1606123,2693367
1606123,1596983
1606123,2314030
1606123,2789592
1606123,1109263
1606123,752747
1606123,3108111
1606123,3153005
1606123,2544925
1606123,2448922
1606123,2449131
1606123,2208887
1606123,791167
1607342,30838
1607342,31465
1607342,31056
1607343,31202
1607343,31115
1607343,30798
1607346,1559116
1607346,31384
1607346,31056
1607346,30871
1607346,31161
1607346,31465
1607346,2216325
1607347,31296
1607347,30779
1607347,1369785
1607347,31187
1607347,783030
1607353,428702
1607353,751999
1607355,758566
1607355,31250
1607355,117879
1607355,1214527
1607355,31272
1607355,31212
1607355,1280558
1607355,31371
1607356,428702
1607356,922107
1607356,31384
1608120,1051314
1608121,434292
1608121,31465
1608121,1608120
1608123,31465
1608123,31056
1608123,31212
1608123,686175
1608123,31311
1608123,31140
1608123,164383
1608123,31342
1608123,31543
1608772,31384
1608772,31543
1608772,31311
1608772,30838
1608772,31342
1608772,31465
1608772,31056
1608772,922107
1608772,31227
1608772,31140
1608772,31505
1608772,652299
1608772,31457
1608772,1606117
1608772,843045
1608772,1952975
1608777,653520
1609635,793396
1609635,31384
1609635,922107
1609635,30838
1609635,31081
1609635,30806
1609636,922107
1609636,30953
1609636,31505
1609636,31056
1609636,31384
1609639,829903
1609639,845551
1609654,31242
1609654,686175
1609654,30774
1609654,31081
1609654,768035
1609654,703135
1609654,31173
1609654,1606123
1609654,31342
1609654,31465
1609654,428781
1609654,30795
1609654,877761
1609654,164383
1609654,31140
1609654,1595835
1609654,31519
1609654,31384
1609654,1629953
1609654,922107
1610733,31000
1610733,31115
1610734,1336616
1610734,31470
1610738,428781
1610738,31342
1610738,31465
1610738,1610741
1610741,31000
1610741,31105
1610741,31115
1610741,1116745
1610741,1527065
1610741,30827
1610742,31342
1610742,1610741
1610742,31115
1610742,1111012
1610743,31342
1610743,1610741
1610743,31465
1610743,1527065
1610743,1109263
1611833,30838
1611833,791167
1611833,759917
1611833,31321
1611833,31140
1611833,31342
1611833,428781
1611835,31000
1611835,31115
1611836,1611841
1611837,1399934
1611837,731695
1611837,31311
1611837,686175
1611837,803649
1611837,843045
1611837,1610733
1611837,788612
1611837,714613
1611837,31105
1611837,1103315
1611837,31445
1611837,1595835
1611837,1596966
1611837,715337
1611837,1613841
1611837,1046537
1611837,993776
1611838,164383
1611838,125924
1611838,31533
1611838,751732
1611838,804079
1611838,31115
1611838,31140
1611838,778548
1611838,31513
1611838,31202
1611838,752747
1611840,30798
1611840,31115
1611841,31342
1611844,31115
1611844,1611845
1611844,31105
1611845,31115
1611846,31056
1611846,1611844
1611846,1675125
1611846,31465
1611847,164383
1611847,702557
1611847,922107
1611847,31140
1611847,1600435
1611847,31384
1611847,428781
1611850,790975
1611850,428702
1611850,1612844
1611851,31543
1611851,1067902
1611851,1109263
1611851,31056
1611851,2448549
1611851,1744983
1611851,31161
1612843,428702
1612843,804254
1612843,125673
1612843,31340
1612843,31012
1612843,31056
1612843,31140
1612843,31342
1612843,31311
1612843,31308
1612843,31297
1612843,31513
1612843,31276
1612843,31186
1612843,31470
1612843,31465
1612843,164383
1612845,31105
1612846,31384
1612846,922107
1612846,783030
1612846,31505
1612846,702557
1612846,778970
1612846,31056
1612846,1629953
1612846,1722996
1612846,1595835
1612846,2107470
1612846,1649939
1612846,1424159
1612847,1611840
1612847,1655290
1612848,428702
1612849,31212
1612849,428702
1612852,1535831
1612852,1572048
1612852,31140
1612852,1583433
1612852,31311
1612852,2159380
1612852,1702547
1612853,428702
1613830,702557
1613830,31384
1613830,922107
1613830,31056
1613831,907586
1613831,907588
1613831,1813637
1613831,31311
1613831,31085
1613831,686175
1613831,791167
1613831,31105
1613831,31149
1613836,834203
1613836,793693
1613836,2584619
1613837,1516411
1613837,1613836
1613837,1613838
1613838,2584619
1613838,31384
1613838,1613836
1613838,1516411
1613838,1613839
1613838,1613837
1613839,1613836
1613839,1516411
1613840,773943
1613841,31000
1613841,31115
1613844,714246
1613844,428702
1613844,30798
1613844,31340
1614717,31000
1614723,164382
1614723,1591413
1614723,1353048
1614723,1472409
1614723,939345
1614723,2224312
1614723,1897492
1614723,30972
1614723,31513
1614727,428702
1614727,164383
1614727,428781
1614727,1614726
1614727,31140
1614729,1369785
1614729,31342
1614729,1629953
1614729,31384
1614730,1572048
1614730,30920
1614730,1572046
1614730,922107
1614730,1424177
1614730,31384
1614730,684232
1614730,1571016
1614730,1535831
1615989,1401462
1615989,878131
1615989,1409248
1615989,702557
1615989,31384
1615990,31340
1615990,806547
1615990,1052963
1615990,31311
1615990,31342
1615991,783030
1615992,31227
1615992,31056
1615993,31140
1615996,793396
1615996,30936
1615996,31308
1615996,1056639
1615996,30920
1615996,428702
1615996,31081
1615996,31342
1615996,31465
1615996,703135
1615996,922107
1615996,31056
1615996,31227
1615996,31505
1615996,31384
1615996,31325
1615996,2389767
1615996,1109263
1615996,164383
1615996,1595835
1615996,2107470
1615996,31184
1615996,1186527
1615996,31022
1615996,1835464
1615996,2449089
1615996,31140
1615996,1629953
1615996,1649939
1615996,31470
1615997,1615998
1615997,31115
1615998,31115
1615998,30796
1615999,31543
1615999,1173957
1616000,428702
1616000,1111012
1616000,783030
1616000,1610741
1616000,1109263
1616001,30838
1616002,428702
1616002,856474
1616002,922107
1616002,686175
1616002,31384
1616002,31465
1616955,31149
1616955,942250
1616955,31340
1616955,428781
1616956,428781
1616958,31105
1616958,817248
1616958,922107
1616958,686175
1616959,922107
1616959,31384
1616959,995186
1616959,1629953
1616960,30796
1616960,732674
1616960,30798
1616960,1704696
1616960,31115
1616960,2448596
1616960,1324302
1616960,2122287
1616962,428702
1616962,656987
1616964,732674
1616964,31115
1616969,1616970
1616972,922107
1616972,31056
1616972,31384
1616972,1629953
1616972,2107470
1616972,1595835
1616972,1649939
1616972,1744983
1618648,817248
1618648,922107
1618648,686175
1618648,31105
1618648,759794
1618648,117877
1618649,31296
1618649,428702
1618649,1618650
1618649,31115
1618649,31321
1618650,31000
1618650,31115
1618650,30796
1618650,30827
1618651,793396
1618651,31022
1618651,702557
1618651,31105
1618651,1214528
1618651,814794
1618651,31384
1618651,31311
1618651,432620
1618651,31505
1618651,783030
1618651,31140
1618652,922107
1618652,31056
1618653,31115
1618655,653520
1618655,655458
1618655,30798
1618655,31115
1618655,31120
1618655,2027532
1618655,31000
1618655,428702
1618657,31115
1618657,30798
1618658,31266
1618658,31115
1618659,31115
1618660,31115
1618660,1625972
1618660,30798
1618662,1618653
1618662,31115
1618662,428781
1620798,428702
1620799,30923
1620799,1109265
1620799,1111012
1620799,2104648
1620799,2169099
1620802,31056
1620802,922107
1620803,1595835
1620803,1596966
1620803,2110103
1620803,31140
1620803,31286
1620803,1649939
1620803,2077176
1620803,31227
1620803,1109263
1620803,396253
1620803,2310151
1620803,2310190
1620803,2184541
1620803,2310155
1620803,164383
1620804,752427
1620805,31391
1620805,31533
1620805,31202
1620805,1200968
1620805,31225
1620805,31115
1620805,31094
1620805,759818
1620805,760044
1620805,428702
1620805,2825585
1620805,30774
1620805,1098058
1620809,31022
1620809,31470
1620809,31085
1620809,715337
1620809,428781
1620809,31212
1620809,31105
1620809,753323
1620809,945617
1620809,31465
1620809,1116745
1620809,2126108
1620809,31384
1620809,1629953
1620809,30795
1620809,1441209
1620809,1214528
1620812,922107
1624015,793396
1624015,653520
1624015,31140
1624015,164383
1624015,686175
1624015,922107
1624015,1129522
1624015,428702
1624015,31036
1624015,31384
1624015,1629953
1624016,428702
1624016,761299
1624016,31342
1624016,31212
1624016,31384
1624016,1629953
1624016,922107
1624020,31056
1624020,752747
1624020,783030
1624020,972978
1624020,31286
1624021,31296
1624021,31105
1624021,31207
1624021,31311
1625954,31470
1625954,31140
1625954,31085
1625957,31056
1625957,1625958
1625957,31342
1625957,30838
1625957,1624016
1625958,31342
1625958,1624016
1625958,30838
1625959,1369785
1625959,31212
1625959,1369782
1625959,31311
1625959,31105
1625959,31115
1625961,31239
1625961,30920
1625961,428781
1625961,31342
1625961,30921
1625966,31115
1625967,31115
1625967,1625966
1625968,31115
1625968,1625970
1625969,31115
1625969,1625971
1625970,31115
1625971,31115
1625972,31115
1625973,31004
1625973,31115
1625973,31212
1625973,1369785
1625973,2775596
1625975,907586
1625975,907588
1625976,1625975
1625979,31384
1625979,31297
1625979,31140
1625979,847334
1625979,31115
1625979,1424159
1625979,30921
1625979,702557
1625979,30838
1625979,30920
1625979,31308
1625979,1588367
1625979,428702
1625979,922107
1625979,31342
1625979,1534568
1625979,877761
1625979,656987
1625979,164383
1625979,888496
1625979,1259119
1625979,1044683
1625979,1492217
1625979,1595835
1625979,1596966
1625979,1581391
1625979,2128882
1625979,2128881
1625980,31465
1625980,1625981
1625980,778548
1625980,1555643
1625980,1424159
1625980,31140
1625980,2115910
1625980,1612844
1625980,30974
1625980,829860
1625980,2449131
1625980,2743049
1625980,2201453
1625980,3235859
1625980,30964
1625980,769470
1625981,31245
1625981,1612844
1625981,1468146
1625981,31140
1625981,1424159
1625981,2569261
1625981,2449131
1625983,31000
1625983,31115
1627046,31115
1627046,1300932
1627046,31105
1627046,31533
1627047,793396
1627047,31384
1627047,998283
1627047,31056
1627047,922107
1627047,1744983
1627047,1629953
1627050,1077966
1627050,1369785
1627050,805036
1627050,2128882
1627050,2128881
1627050,752747
1627053,164383
1627053,31140
1627054,31297
1627054,1627055
1627054,1106065
1627054,1145618
1627054,31056
1627054,31311
1627054,1627056
1627055,31311
1627055,1627056
1627055,570188
1627056,31056
1627056,31488
1627057,715337
1627057,1553966
1627057,970720
1627057,793693
1627057,31465
1627057,752427
1627057,1645537
1627057,653279
1627057,2117357
1627058,31115
1627058,31533
1627058,31094
1627058,428702
1627058,752427
1627058,820086
1627058,31240
1627058,1259119
1627058,941391
1627059,739751
1627061,31164
1627061,164383
1627061,30920
1627061,31342
1627061,31465
1627061,1610741
1627061,1610743
1627061,1109263
1627061,1527065
1627061,31140
1627061,2357489
1627061,2364015
1627061,31384
1627061,31311
1627061,1629953
1627061,1628270
1627061,1108156
1627062,30774
1627062,31140
1627062,31311
1627062,686175
1627062,164383
1627062,30838
1627062,31334
1628256,31311
1628256,31164
1628256,30838
1628256,31342
1628256,656987
1628256,31384
1628256,1629953
1628256,922107
1628257,845551
1628257,31056
1628257,829903
1628257,31403
1628257,31012
1628257,31342
1628264,31311
1628264,31202
1628264,31161
1628264,31105
1628264,30798
1628264,30838
1628264,810997
1628264,1638785
1628264,907631
1628264,31207
1628264,752747
1628266,31505
1628266,31105
1628266,31311
1628267,739751
1628267,714894
1628268,31021
1628268,31212
1628268,753323
1628269,812548
1628270,1527065
1628270,1610743
1629936,1178700
1629936,1109263
1629937,1154981
1629937,30897
1629939,31311
1629940,31056
1629940,31384
1629940,922107
1629940,1424159
1629940,31505
1629940,1722996
1629942,1369785
1629942,1629953
1629942,922107
1629942,31384
1629952,793396
1629952,1424159
1629952,1596983
1629952,702557
1629952,30972
1629952,731728
1629952,31105
1629952,31384
1629952,428781
1629952,31140
1629952,922107
1629952,1140492
1629952,714613
1629952,1629953
1629953,752747
1629953,1559116
1629953,31384
1629953,793396
1629953,783031
1629953,1748048
1629953,1647361
1629953,1561919
1629953,1638796
1629953,783030
1629953,2251865
1629953,2353652
1629955,686175
1629956,759794
1629956,653406
1629956,812712
1629956,31105
1629956,904768
1629957,856474
1629957,31056
1629958,1610743
1629958,1610741
1629958,1527065
1629958,31465
1631827,31470
1631827,686175
1631827,31457
1631827,877968
1631827,972978
1631827,1879966
1631827,2449131
1631827,2519150
1631830,653520
1631830,31202
1631830,31115
1631830,30798
1631831,907631
1631831,30798
1631831,31105
1631831,428781
1631832,939345
1631832,428781
1631832,1198539
1631834,732674
1631834,31382
1631834,31384
1631834,31342
1631834,31140
1631834,164383
1631835,31115
1631841,702557
1631841,1559116
1631841,31384
1631841,428702
1631841,1173950
1631844,31202
1631844,1534573
1631844,31115
1631844,795927
1631845,31140
1631845,31384
1631845,31342
1631845,31382
1631845,732674
1631845,164383
1631846,822233
1631848,164383
1631848,31140
1631848,1161778
1631848,686175
1631849,1161778
1631849,428781
1631849,686175
1631849,31371
1631849,31140
1631849,429980
1631849,164383
1631850,31115
1631850,656987
1633915,1475898
1633915,31465
1633915,1446451
1633915,31115
1633916,1594230
1633916,769208
1633916,1633920
1633917,428702
1633917,829860
1633919,31393
1633919,31094
1633919,31533
1633919,31115
1633919,1633932
1633920,1744983
1633920,767354
1633930,907586
1633930,907588
1633930,1633931
1633930,164383
1633930,31240
1633931,31240
1633931,31311
1635540,31085
1635540,31296
1635540,31012
1635540,428702
1635540,935313
1635540,759794
1635540,31149
1635540,30774
1635542,428702
1635542,829860
1635543,31311
1635543,1618651
1635543,31105
1635543,1203918
1635543,793396
1635543,31022
1635543,31140
1635543,31384
1635543,1214528
1635543,30920
1635543,31342
1635543,31036
1635543,783030
1635543,31245
1635543,1199631
1635543,843991
1635543,428702
1635543,164383
1635543,702557
1635543,31505
1635543,757167
1635543,1200970
1635543,1711723
1635543,1424159
1635543,1629953
1635544,31340
1635544,31342
1635545,1381898
1635545,778109
1635545,31465
1635545,784804
1635545,428781
1635545,428702
1635545,1803944
1635545,2184541
1635545,1595835
1635545,752427
1635546,793396
1635546,922107
1635546,31140
1635546,702557
1635546,31384
1635546,31056
1635546,31505
1635552,1635541
1635553,31263
1635553,31000
1635553,31115
1635557,31000
1635557,31115
1635557,30827
1637307,428702
1637307,31212
1637307,31115
1637307,972978
1637307,753323
1637307,2170034
1637307,795254
1637308,783030
1637308,428702
1637308,1715402
1637316,653520
1637316,31115
1637316,31164
1637316,2184170
1637317,783030
1637317,31342
1637317,31105
1637317,31470
1637317,1535831
1637317,686175
1637317,1572048
1637317,31417
1637317,1655309
1637317,1648981
1637317,1572046
1637317,1629953
1637317,31384
1637317,1424159
1637317,30838
1637317,2159380
1637317,31457
1637317,653279
1637317,1098058
1637318,1635546
1637318,686175
1637318,31140
1637318,164383
1637321,31202
1637321,1631830
1637321,428140
1637321,714246
1637321,31140
1637321,164383
1637321,31340
1637321,686175
1637321,1613844
1637321,428702
1638784,1629956
1638787,428781
1638787,2224124
1638787,164383
1638787,31140
1638787,769208
1638787,1369785
1638787,1113039
1638787,2211751
1638795,731729
1638795,31081
1638795,31242
1638795,31140
1638795,31465
1638795,31286
1638795,31056
